CLIP,TEXTURE,TYPE,OPTION,WIDTH,HEIGHT,TIME
250,316,375,395,,,
375,316,500,395,,,
500,316,625,395,,,
625,316,750,395,,,
750,316,875,395,,,
875,316,1000,395,,,
1000,316,1125,395,,,
1125,316,1250,395,,,
1250,316,1375,395,,,
1375,316,1500,395,,,
1500,316,1625,395,,,
1625,316,1750,395,,,
1750,316,1875,395,,,
1875,316,2000,395,,,
2000,316,2125,395,,,
2125,316,2250,395,,,
2250,316,2375,395,,,
2375,316,2500,395,,,
0,395,125,474,,,
125,395,250,474,,,
250,395,375,474,,,
375,395,500,474,,,
500,395,625,474,,,
625,395,750,474,,,
750,395,875,474,,,
875,395,1000,474,,,
1000,395,1125,474,,,
1125,395,1250,474,,,
1250,395,1375,474,,,
1375,395,1500,474,,,
1500,395,1625,474,,,
1625,395,1750,474,,,
1750,395,1875,474,,,
1875,395,2000,474,,,
2000,395,2125,474,,,
2125,395,2250,474,,,
2250,395,2375,474,,,
2375,395,2500,474,,,
0,474,125,553,,,
125,474,250,553,,,
250,474,375,553,,,
375,474,500,553,,,
500,474,625,553,,,
625,474,750,553,,,
750,474,875,553,,,
875,474,1000,553,,,
1000,474,1125,553,,,
1125,474,1250,553,,,
1250,474,1375,553,,,
1375,474,1500,553,,,
1500,474,1625,553,,,
1625,474,1750,553,,,
1750,474,1875,553,,,
1875,474,2000,553,,,
2000,474,2125,553,,,
2125,474,2250,553,,,
2250,474,2375,553,,,
2375,474,2500,553,,,
0,553,125,632,,,
125,553,250,632,,,
250,553,375,632,,,
375,553,500,632,,,
500,553,625,632,,,
625,553,750,632,,,
750,553,875,632,,,
875,553,1000,632,,,
1000,553,1125,632,,,
1125,553,1250,632,,,
1250,553,1375,632,,,
1375,553,1500,632,,,
1500,553,1625,632,,,
1625,553,1750,632,,,
1750,553,1875,632,,,
1875,553,2000,632,,,
2000,553,2125,632,,,
2125,553,2250,632,,,
2250,553,2375,632,,,
2375,553,2500,632,,,
0,632,125,711,,,
125,632,250,711,,,
250,632,375,711,,,
375,632,500,711,,,
500,632,625,711,,,
625,632,750,711,,,
750,632,875,711,,,
875,632,1000,711,,,
1000,632,1125,711,,,
1125,632,1250,711,,,
1250,632,1375,711,,,
1375,632,1500,711,,,
1500,632,1625,711,,,
1625,632,1750,711,,,
1750,632,1875,711,,,
1875,632,2000,711,,,
2000,632,2125,711,,,
2125,632,2250,711,,,
2250,632,2375,711,,,
2375,632,2500,711,,,
0,711,125,790,,,
125,711,250,790,,,
250,711,375,790,,,
375,711,500,790,,,
500,711,625,790,,,
625,711,750,790,,,
750,711,875,790,,,
875,711,1000,790,,,
1000,711,1125,790,,,
1125,711,1250,790,,,
1250,711,1375,790,,,
1375,711,1500,790,,,
1500,711,1625,790,,,
1625,711,1750,790,,,
1750,711,1875,790,,,
1875,711,2000,790,,,
2000,711,2125,790,,,
2125,711,2250,790,,,
2250,711,2375,790,,,
2375,711,2500,790,,,
0,790,125,869,,,
125,790,250,869,,,
250,790,375,869,,,
375,790,500,869,,,
500,790,625,869,,,
625,790,750,869,,,
750,790,875,869,,,
875,790,1000,869,,,
1000,790,1125,869,,,
1125,790,1250,869,,,
1250,790,1375,869,,,
1375,790,1500,869,,,
1500,790,1625,869,,,
1625,790,1750,869,,,
1750,790,1875,869,,,
1875,790,2000,869,,,
2000,790,2125,869,,,
2125,790,2250,869,,,
2250,790,2375,869,,,
2375,790,2500,869,,,
0,869,125,948,,,
125,869,250,948,,,
250,869,375,948,,,
375,869,500,948,,,
500,869,625,948,,,
625,869,750,948,,,
750,869,875,948,,,
875,869,1000,948,,,
1000,869,1125,948,,,
1125,869,1250,948,,,
1250,869,1375,948,,,
1375,869,1500,948,,,
1500,869,1625,948,,,
1625,869,1750,948,,,
1750,869,1875,948,,,
1875,869,2000,948,,,
2000,869,2125,948,,,
2125,869,2250,948,,,
2250,869,2375,948,,,
2375,869,2500,948,,,
0,948,125,1027,,,
125,948,250,1027,,,
250,948,375,1027,,,
375,948,500,1027,,,
500,948,625,1027,,,
625,948,750,1027,,,
750,948,875,1027,,,
875,948,1000,1027,,,
1000,948,1125,1027,,,
1125,948,1250,1027,,,
1250,948,1375,1027,,,
1375,948,1500,1027,,,
1500,948,1625,1027,,,
1625,948,1750,1027,,,
1750,948,1875,1027,,,
1875,948,2000,1027,,,
2000,948,2125,1027,,,
2125,948,2250,1027,,,
2250,948,2375,1027,,,
2375,948,2500,1027,,,
0,1027,125,1106,,,
125,1027,250,1106,,,
250,1027,375,1106,,,
375,1027,500,1106,,,
500,1027,625,1106,,,
625,1027,750,1106,,,
750,1027,875,1106,,,
875,1027,1000,1106,,,
1000,1027,1125,1106,,,
1125,1027,1250,1106,,,
1250,1027,1375,1106,,,
1375,1027,1500,1106,,,
1500,1027,1625,1106,,,
1625,1027,1750,1106,,,
1750,1027,1875,1106,,,
1875,1027,2000,1106,,,
2000,1027,2125,1106,,,
2125,1027,2250,1106,,,
2250,1027,2375,1106,,,
2375,1027,2500,1106,,,
0,1106,125,1185,,,
125,1106,250,1185,,,
250,1106,375,1185,,,
375,1106,500,1185,,,
500,1106,625,1185,,,
625,1106,750,1185,,,
750,1106,875,1185,,,
875,1106,1000,1185,,,
1000,1106,1125,1185,,,
1125,1106,1250,1185,,,
1250,1106,1375,1185,,,
1375,1106,1500,1185,,,
1500,1106,1625,1185,,,
1625,1106,1750,1185,,,
1750,1106,1875,1185,,,
1875,1106,2000,1185,,,
2000,1106,2125,1185,,,
2125,1106,2250,1185,,,
2250,1106,2375,1185,,,
2375,1106,2500,1185,,,
0,1185,125,1264,,,
125,1185,250,1264,,,
250,1185,375,1264,,,
375,1185,500,1264,,,
500,1185,625,1264,,,
625,1185,750,1264,,,
750,1185,875,1264,,,
875,1185,1000,1264,,,
1000,1185,1125,1264,,,
1125,1185,1250,1264,,,
1250,1185,1375,1264,,,
1375,1185,1500,1264,,,
1500,1185,1625,1264,,,
1625,1185,1750,1264,,,
1750,1185,1875,1264,,,
1875,1185,2000,1264,,,
2000,1185,2125,1264,,,
2125,1185,2250,1264,,,
2250,1185,2375,1264,,,
2375,1185,2500,1264,,,
