CLIP,TEXTURE,TYPE,OPTION,WIDTH,HEIGHT,TIME
1235,1430,1330,1540,,,
1330,1430,1425,1540,,,
1425,1430,1520,1540,,,
1520,1430,1615,1540,,,
1615,1430,1710,1540,,,
1710,1430,1805,1540,,,
1805,1430,1900,1540,,,
0,1540,95,1650,,,
95,1540,190,1650,,,
190,1540,285,1650,,,
285,1540,380,1650,,,
380,1540,475,1650,,,
475,1540,570,1650,,,
570,1540,665,1650,,,
665,1540,760,1650,,,
760,1540,855,1650,,,
855,1540,950,1650,,,
950,1540,1045,1650,,,
1045,1540,1140,1650,,,
1140,1540,1235,1650,,,
1235,1540,1330,1650,,,
1330,1540,1425,1650,,,
1425,1540,1520,1650,,,
1520,1540,1615,1650,,,
1615,1540,1710,1650,,,
1710,1540,1805,1650,,,
1805,1540,1900,1650,,,
0,1650,95,1760,,,
95,1650,190,1760,,,
190,1650,285,1760,,,
285,1650,380,1760,,,
380,1650,475,1760,,,
475,1650,570,1760,,,
570,1650,665,1760,,,
665,1650,760,1760,,,
760,1650,855,1760,,,
855,1650,950,1760,,,
950,1650,1045,1760,,,
1045,1650,1140,1760,,,
1140,1650,1235,1760,,,
1235,1650,1330,1760,,,
1330,1650,1425,1760,,,
1425,1650,1520,1760,,,
1520,1650,1615,1760,,,
1615,1650,1710,1760,,,
1710,1650,1805,1760,,,
1805,1650,1900,1760,,,
