CLIP,TEXTURE,TYPE,OPTION,WIDTH,HEIGHT,TIME
960,1012,1080,1104,,,
1080,1012,1200,1104,,,
1200,1012,1320,1104,,,
1320,1012,1440,1104,,,
1440,1012,1560,1104,,,
1560,1012,1680,1104,,,
1680,1012,1800,1104,,,
1800,1012,1920,1104,,,
1920,1012,2040,1104,,,
2040,1012,2160,1104,,,
2160,1012,2280,1104,,,
2280,1012,2400,1104,,,
0,1104,120,1196,,,
120,1104,240,1196,,,
240,1104,360,1196,,,
360,1104,480,1196,,,
480,1104,600,1196,,,
600,1104,720,1196,,,
720,1104,840,1196,,,
840,1104,960,1196,,,
960,1104,1080,1196,,,
1080,1104,1200,1196,,,
1200,1104,1320,1196,,,
1320,1104,1440,1196,,,
1440,1104,1560,1196,,,
1560,1104,1680,1196,,,
1680,1104,1800,1196,,,
1800,1104,1920,1196,,,
1920,1104,2040,1196,,,
2040,1104,2160,1196,,,
2160,1104,2280,1196,,,
2280,1104,2400,1196,,,
0,1196,120,1288,,,
120,1196,240,1288,,,
240,1196,360,1288,,,
360,1196,480,1288,,,
480,1196,600,1288,,,
600,1196,720,1288,,,
720,1196,840,1288,,,
840,1196,960,1288,,,
960,1196,1080,1288,,,
1080,1196,1200,1288,,,
1200,1196,1320,1288,,,
1320,1196,1440,1288,,,
1440,1196,1560,1288,,,
1560,1196,1680,1288,,,
1680,1196,1800,1288,,,
1800,1196,1920,1288,,,
1920,1196,2040,1288,,,
2040,1196,2160,1288,,,
2160,1196,2280,1288,,,
2280,1196,2400,1288,,,
0,1288,120,1380,,,
120,1288,240,1380,,,
240,1288,360,1380,,,
360,1288,480,1380,,,
480,1288,600,1380,,,
600,1288,720,1380,,,
720,1288,840,1380,,,
840,1288,960,1380,,,
960,1288,1080,1380,,,
1080,1288,1200,1380,,,
1200,1288,1320,1380,,,
1320,1288,1440,1380,,,
1440,1288,1560,1380,,,
1560,1288,1680,1380,,,
1680,1288,1800,1380,,,
1800,1288,1920,1380,,,
1920,1288,2040,1380,,,
2040,1288,2160,1380,,,
2160,1288,2280,1380,,,
2280,1288,2400,1380,,,
0,1380,120,1472,,,
120,1380,240,1472,,,
240,1380,360,1472,,,
360,1380,480,1472,,,
480,1380,600,1472,,,
600,1380,720,1472,,,
720,1380,840,1472,,,
840,1380,960,1472,,,
960,1380,1080,1472,,,
1080,1380,1200,1472,,,
1200,1380,1320,1472,,,
1320,1380,1440,1472,,,
1440,1380,1560,1472,,,
1560,1380,1680,1472,,,
1680,1380,1800,1472,,,
1800,1380,1920,1472,,,
1920,1380,2040,1472,,,
2040,1380,2160,1472,,,
2160,1380,2280,1472,,,
2280,1380,2400,1472,,,
