CLIP,TEXTURE,TYPE,OPTION,WIDTH,HEIGHT,TIME
267,1012,356,1104,,,
356,1012,445,1104,,,
445,1012,534,1104,,,
534,1012,623,1104,,,
623,1012,712,1104,,,
712,1012,801,1104,,,
801,1012,890,1104,,,
890,1012,979,1104,,,
979,1012,1068,1104,,,
1068,1012,1157,1104,,,
1157,1012,1246,1104,,,
0,1104,89,1196,,,
89,1104,178,1196,,,
178,1104,267,1196,,,
267,1104,356,1196,,,
356,1104,445,1196,,,
445,1104,534,1196,,,
534,1104,623,1196,,,
623,1104,712,1196,,,
712,1104,801,1196,,,
801,1104,890,1196,,,
890,1104,979,1196,,,
979,1104,1068,1196,,,
1068,1104,1157,1196,,,
1157,1104,1246,1196,,,
0,1196,89,1288,,,
89,1196,178,1288,,,
178,1196,267,1288,,,
267,1196,356,1288,,,
356,1196,445,1288,,,
445,1196,534,1288,,,
534,1196,623,1288,,,
623,1196,712,1288,,,
712,1196,801,1288,,,
801,1196,890,1288,,,
890,1196,979,1288,,,
979,1196,1068,1288,,,
1068,1196,1157,1288,,,
1157,1196,1246,1288,,,
0,1288,89,1380,,,
89,1288,178,1380,,,
178,1288,267,1380,,,
267,1288,356,1380,,,
356,1288,445,1380,,,
445,1288,534,1380,,,
534,1288,623,1380,,,
623,1288,712,1380,,,
712,1288,801,1380,,,
801,1288,890,1380,,,
890,1288,979,1380,,,
979,1288,1068,1380,,,
1068,1288,1157,1380,,,
1157,1288,1246,1380,,,
0,1380,89,1472,,,
89,1380,178,1472,,,
178,1380,267,1472,,,
267,1380,356,1472,,,
356,1380,445,1472,,,
445,1380,534,1472,,,
534,1380,623,1472,,,
623,1380,712,1472,,,
712,1380,801,1472,,,
801,1380,890,1472,,,
890,1380,979,1472,,,
979,1380,1068,1472,,,
1068,1380,1157,1472,,,
1157,1380,1246,1472,,,
